Month Name,Agency,Description,Borough,# of Incidents,Response Times
2014 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Bronx,397,48.49
2014 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Brooklyn,538,72.36
2014 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Manhattan,417,48.69
2014 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Queens,343,44.48
2014 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Staten Island,93,40.86
2014 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Bronx,397,50.75
2014 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Brooklyn,538,26.72
2014 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Manhattan,417,48.93
2014 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Queens,343,51.74
2014 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Staten Island,93,54.84
2014 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Bronx,397,0.75
2014 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Brooklyn,538,0.93
2014 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Manhattan,417,1.43
2014 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Queens,343,2.91
2014 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Staten Island,93,2.15
2014 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Bronx,397,0.00
2014 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Brooklyn,538,0.00
2014 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Manhattan,417,0.95
2014 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Queens,343,0.87
2014 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Staten Island,93,2.15
2014 / 08,FDNY,Average response time to structural fires,Bronx,249,316.56
2014 / 08,FDNY,Average response time to structural fires,Brooklyn,374,257.85
2014 / 08,FDNY,Average response time to structural fires,Manhattan,255,292.32
2014 / 08,FDNY,Average response time to structural fires,Queens,211,300.15
2014 / 08,FDNY,Average response time to structural fires,Staten Island,55,301.33
2014 / 08,FDNY,Average response time to structural fires,Unspecified,1,432.00
2014 / 08,FDNY,Average response time to non-structural fires,Bronx,138,377.99
2014 / 08,FDNY,Average response time to non-structural fires,Brooklyn,247,321.47
2014 / 08,FDNY,Average response time to non-structural fires,Manhattan,173,351.30
2014 / 08,FDNY,Average response time to non-structural fires,Queens,204,362.80
2014 / 08,FDNY,Average response time to non-structural fires,Staten Island,63,360.33
2014 / 08,FDNY,Average response time to non-structural fires,Unspecified,2,469.50
2014 / 08,FDNY,Average response time to non-fire emergencies,Bronx,5015,462.78
2014 / 08,FDNY,Average response time to non-fire emergencies,Brooklyn,7042,399.08
2014 / 08,FDNY,Average response time to non-fire emergencies,Manhattan,5890,420.79
2014 / 08,FDNY,Average response time to non-fire emergencies,Queens,4764,466.49
2014 / 08,FDNY,Average response time to non-fire emergencies,Staten Island,1054,444.88
2014 / 08,FDNY,Average response time to non-fire emergencies,Unspecified,13,482.69
2014 / 08,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Bronx,378,429.92
2014 / 08,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Brooklyn,470,436.88
2014 / 08,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Manhattan,385,424.22
2014 / 08,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Queens,431,462.00
2014 / 08,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Staten Island,89,485.75
2014 / 08,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Unspecified,2,360.00
2014 / 08,EMS,Average response time to life threatening medical emergencies by ambulance units,Bronx,7007,555.93
2014 / 08,EMS,Average response time to life threatening medical emergencies by ambulance units,Brooklyn,8763,533.33
2014 / 08,EMS,Average response time to life threatening medical emergencies by ambulance units,Manhattan,7415,509.69
2014 / 08,EMS,Average response time to life threatening medical emergencies by ambulance units,Queens,5956,572.53
2014 / 08,EMS,Average response time to life threatening medical emergencies by ambulance units,Staten Island,1323,554.34
2014 / 08,EMS,Average response time to life threatening medical emergencies by ambulance units,Unspecified,7,633.14
2014 / 08,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Bronx,17958,715.72
2014 / 08,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Brooklyn,21975,628.71
2014 / 08,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Manhattan,18610,610.73
2014 / 08,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Queens,14426,631.06
2014 / 08,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Staten Island,3085,623.94
2014 / 08,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Unspecified,35,720.97
2014 / 08,FDNY,Average response time to life threatening medical emergencies by fire units,Bronx,1918,443.19
2014 / 08,FDNY,Average response time to life threatening medical emergencies by fire units,Brooklyn,3120,395.26
2014 / 08,FDNY,Average response time to life threatening medical emergencies by fire units,Manhattan,2425,420.64
2014 / 08,FDNY,Average response time to life threatening medical emergencies by fire units,Queens,2063,440.04
2014 / 08,FDNY,Average response time to life threatening medical emergencies by fire units,Staten Island,467,429.38
2014 / 08,FDNY,Average response time to life threatening medical emergencies by fire units,Unspecified,5,483.00
2014 / 08,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Bronx,7665,511.28
2014 / 08,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Brooklyn,9775,463.18
2014 / 08,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Manhattan,8386,459.70
2014 / 08,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Queens,6671,498.45
2014 / 08,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Staten Island,1455,483.11
2014 / 08,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Unspecified,10,554.90
2014 / 08,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Bronx,5342,59.94
2014 / 08,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Brooklyn,6552,62.30
2014 / 08,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Manhattan,5813,69.95
2014 / 08,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Queens,4475,53.01
2014 / 08,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Staten Island,1008,54.46
2014 / 08,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Unspecified,7,42.86
2014 / 08,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Bronx,387,46.91
2014 / 08,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Brooklyn,621,70.05
2014 / 08,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Manhattan,428,52.80
